service_date,gtfs_route_id,gtfs_route_short_name,gtfs_route_desc,route_category,mode_type,peak_offpeak_ind,reliability_percentage
2021-10-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.09090909090909
2021-10-22,553,553,Express Bus,Other Bus,Bus,PEAK,56.75675675675676
2021-10-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.00000000000001
2021-10-21,553,553,Express Bus,Other Bus,Bus,PEAK,56.75675675675676
2021-10-20,553,553,Express Bus,Other Bus,Bus,PEAK,70.27027027027027
2021-10-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,70.11494252873564
2021-10-19,553,553,Express Bus,Other Bus,Bus,PEAK,56.75675675675676
2021-10-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,51.76470588235295
2021-10-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.111111111111114
2021-10-18,553,553,Express Bus,Other Bus,Bus,PEAK,54.054054054054056
2021-10-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.333333333333336
2021-10-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,51.13636363636363
2021-10-15,553,553,Express Bus,Other Bus,Bus,PEAK,62.16216216216216
2021-10-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.44444444444444
2021-10-14,553,553,Express Bus,Other Bus,Bus,PEAK,52.77777777777778
2021-10-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.67415730337079
2021-10-13,553,553,Express Bus,Other Bus,Bus,PEAK,81.08108108108108
2021-10-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.0
2021-10-12,553,553,Express Bus,Other Bus,Bus,PEAK,67.56756756756756
2021-10-11,553,553,Express Bus,Other Bus,Bus,PEAK,53.125
2021-10-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,46.75324675324675
2021-10-08,553,553,Express Bus,Other Bus,Bus,PEAK,72.22222222222221
2021-10-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,43.956043956043956
2021-10-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,86.66666666666667
2021-10-07,553,553,Express Bus,Other Bus,Bus,PEAK,56.666666666666664
2021-10-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.79012345679012
2021-10-06,553,553,Express Bus,Other Bus,Bus,PEAK,43.58974358974359
2021-10-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.70588235294117
2021-10-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.319148936170215
2021-10-05,553,553,Express Bus,Other Bus,Bus,PEAK,67.56756756756756
2021-10-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.93258426966292
2021-10-04,553,553,Express Bus,Other Bus,Bus,PEAK,41.66666666666667
2021-10-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,91.17647058823529
2021-10-01,553,553,Express Bus,Other Bus,Bus,PEAK,56.75675675675676
2021-10-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.79775280898876
2021-09-30,553,553,Express Bus,Other Bus,Bus,PEAK,54.054054054054056
2021-09-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.68181818181818
2021-09-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,51.64835164835166
2021-09-29,553,553,Express Bus,Other Bus,Bus,PEAK,56.75675675675676
2021-09-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,51.11111111111111
2021-09-28,553,553,Express Bus,Other Bus,Bus,PEAK,70.27027027027027
2021-09-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.59139784946237
2021-09-27,553,553,Express Bus,Other Bus,Bus,PEAK,70.73170731707317
2021-09-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,43.24324324324324
2021-09-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,47.12643678160919
2021-09-24,553,553,Express Bus,Other Bus,Bus,PEAK,62.16216216216216
2021-09-23,553,553,Express Bus,Other Bus,Bus,PEAK,63.888888888888886
2021-09-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,51.13636363636363
2021-09-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.34065934065934
2021-09-22,553,553,Express Bus,Other Bus,Bus,PEAK,64.86486486486487
2021-09-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.627906976744185
2021-09-21,553,553,Express Bus,Other Bus,Bus,PEAK,50.0
2021-09-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,70.96774193548387
2021-09-20,553,553,Express Bus,Other Bus,Bus,PEAK,51.28205128205128
2021-09-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.295081967213115
2021-09-17,553,553,Express Bus,Other Bus,Bus,PEAK,77.77777777777779
2021-09-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.58333333333334
2021-09-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.44086021505376
2021-09-16,553,553,Express Bus,Other Bus,Bus,PEAK,59.45945945945946
2021-09-15,553,553,Express Bus,Other Bus,Bus,PEAK,62.16216216216216
2021-09-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.29032258064516
2021-09-14,553,553,Express Bus,Other Bus,Bus,PEAK,67.56756756756756
2021-09-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.95454545454546
2021-09-13,553,553,Express Bus,Other Bus,Bus,PEAK,53.84615384615385
2021-09-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.1578947368421
2021-09-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.295081967213115
2021-09-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,48.19277108433735
2021-09-10,553,553,Express Bus,Other Bus,Bus,PEAK,38.88888888888889
2021-09-09,553,553,Express Bus,Other Bus,Bus,PEAK,54.054054054054056
2021-09-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.36363636363637
2021-09-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.72839506172839
2021-09-08,553,553,Express Bus,Other Bus,Bus,PEAK,44.44444444444444
2021-09-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.63636363636363
2021-09-07,553,553,Express Bus,Other Bus,Bus,PEAK,66.66666666666666
2021-09-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.2089552238806
2021-09-03,553,553,Express Bus,Other Bus,Bus,PEAK,66.66666666666666
2021-09-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.68181818181818
2021-09-02,553,553,Express Bus,Other Bus,Bus,PEAK,59.45945945945946
2021-09-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,44.44444444444444
2021-09-01,553,553,Express Bus,Other Bus,Bus,PEAK,59.45945945945946
2021-09-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.33333333333333
2021-08-31,553,553,Express Bus,Other Bus,Bus,PEAK,54.054054054054056
2021-08-31,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.63414634146342
2021-08-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.22727272727273
2021-08-30,553,553,Express Bus,Other Bus,Bus,PEAK,48.78048780487805
2021-08-27,553,553,Express Bus,Other Bus,Bus,PEAK,71.42857142857143
2021-08-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.36363636363637
2021-08-26,553,553,Express Bus,Other Bus,Bus,PEAK,81.08108108108108
2021-08-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.81395348837209
2021-08-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.55056179775281
2021-08-25,553,553,Express Bus,Other Bus,Bus,PEAK,63.1578947368421
2021-08-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.96551724137932
2021-08-24,553,553,Express Bus,Other Bus,Bus,PEAK,60.97560975609756
2021-08-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,71.42857142857143
2021-08-23,553,553,Express Bus,Other Bus,Bus,PEAK,71.7948717948718
2021-08-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.19402985074627
2021-08-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.620689655172406
2021-08-20,553,553,Express Bus,Other Bus,Bus,PEAK,59.45945945945946
2021-08-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,46.06741573033708
2021-08-19,553,553,Express Bus,Other Bus,Bus,PEAK,72.97297297297297
2021-08-18,553,553,Express Bus,Other Bus,Bus,PEAK,72.97297297297297
2021-08-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.1764705882353
2021-08-17,553,553,Express Bus,Other Bus,Bus,PEAK,61.111111111111114
2021-08-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,69.31818181818183
2021-08-16,553,553,Express Bus,Other Bus,Bus,PEAK,84.21052631578947
2021-08-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.92134831460674
2021-08-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.25396825396825
2021-08-13,553,553,Express Bus,Other Bus,Bus,PEAK,58.536585365853654
2021-08-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.86956521739131
2021-08-12,553,553,Express Bus,Other Bus,Bus,PEAK,56.75675675675676
2021-08-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.47126436781609
2021-08-11,553,553,Express Bus,Other Bus,Bus,PEAK,64.1025641025641
2021-08-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.57446808510638
2021-08-10,553,553,Express Bus,Other Bus,Bus,PEAK,57.14285714285714
2021-08-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.95454545454546
2021-08-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.13186813186813
2021-08-09,553,553,Express Bus,Other Bus,Bus,PEAK,75.0
2021-08-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.33333333333333
2021-08-06,553,553,Express Bus,Other Bus,Bus,PEAK,67.56756756756756
2021-08-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.55056179775281
2021-08-04,553,553,Express Bus,Other Bus,Bus,PEAK,72.5
2021-08-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.67415730337079
2021-08-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.5
2021-08-05,553,553,Express Bus,Other Bus,Bus,PEAK,64.86486486486487
2021-08-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.28571428571429
2021-08-03,553,553,Express Bus,Other Bus,Bus,PEAK,46.34146341463415
2021-08-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.17391304347826
2021-08-02,553,553,Express Bus,Other Bus,Bus,PEAK,73.80952380952381
2021-07-31,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.23076923076923
2021-07-30,553,553,Express Bus,Other Bus,Bus,PEAK,75.60975609756098
2021-07-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.9090909090909
2021-07-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.06896551724138
2021-07-29,553,553,Express Bus,Other Bus,Bus,PEAK,67.5
2021-07-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.32183908045977
2021-07-28,553,553,Express Bus,Other Bus,Bus,PEAK,70.0
2021-07-27,553,553,Express Bus,Other Bus,Bus,PEAK,57.49999999999999
2021-07-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.22222222222222
2021-07-26,553,553,Express Bus,Other Bus,Bus,PEAK,74.4186046511628
2021-07-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.09090909090909
2021-07-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.62318840579711
2021-07-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.79381443298969
2021-07-22,553,553,Express Bus,Other Bus,Bus,PEAK,61.53846153846154
2021-07-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.44444444444444
2021-07-23,553,553,Express Bus,Other Bus,Bus,PEAK,51.28205128205128
2021-07-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.0
2021-07-20,553,553,Express Bus,Other Bus,Bus,PEAK,65.11627906976744
2021-07-19,553,553,Express Bus,Other Bus,Bus,PEAK,63.1578947368421
2021-07-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.22784810126582
2021-07-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.47368421052632
2021-07-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.21739130434783
2021-07-16,553,553,Express Bus,Other Bus,Bus,PEAK,61.111111111111114
2021-07-14,553,553,Express Bus,Other Bus,Bus,PEAK,68.42105263157895
2021-07-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.84210526315789
2021-07-15,553,553,Express Bus,Other Bus,Bus,PEAK,62.16216216216216
2021-07-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.5
2021-07-13,553,553,Express Bus,Other Bus,Bus,PEAK,73.68421052631578
2021-07-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.608695652173914
2021-07-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.29213483146067
2021-07-12,553,553,Express Bus,Other Bus,Bus,PEAK,68.42105263157895
2021-07-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.52173913043478
2021-07-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.76811594202898
2021-07-09,553,553,Express Bus,Other Bus,Bus,PEAK,61.76470588235294
2021-07-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.52173913043478
2021-07-08,553,553,Express Bus,Other Bus,Bus,PEAK,60.0
2021-07-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.62650602409639
2021-07-07,553,553,Express Bus,Other Bus,Bus,PEAK,60.0
2021-07-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.53246753246754
2021-07-06,553,553,Express Bus,Other Bus,Bus,PEAK,63.33333333333333
2021-07-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,74.60317460317461
2021-07-02,553,553,Express Bus,Other Bus,Bus,PEAK,40.54054054054054
2021-07-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.57446808510638
2021-07-01,553,553,Express Bus,Other Bus,Bus,PEAK,52.77777777777778
2021-07-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.21739130434783
2021-06-30,553,553,Express Bus,Other Bus,Bus,PEAK,61.53846153846154
2021-06-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.25531914893617
2021-06-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.06451612903226
2021-06-29,553,553,Express Bus,Other Bus,Bus,PEAK,60.526315789473685
2021-06-28,553,553,Express Bus,Other Bus,Bus,PEAK,66.66666666666666
2021-06-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.8936170212766
2021-06-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,78.26086956521739
2021-06-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.66666666666666
2021-06-25,553,553,Express Bus,Other Bus,Bus,PEAK,61.53846153846154
2021-06-24,553,553,Express Bus,Other Bus,Bus,PEAK,67.56756756756756
2021-06-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.30337078651685
2021-06-23,553,553,Express Bus,Other Bus,Bus,PEAK,65.0
2021-06-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.02298850574713
2021-06-22,553,553,Express Bus,Other Bus,Bus,PEAK,63.41463414634146
2021-06-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.66666666666666
2021-06-21,553,553,Express Bus,Other Bus,Bus,PEAK,53.84615384615385
2021-06-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.38095238095239
2021-06-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.01941747572816
2021-06-18,553,553,Express Bus,Other Bus,Bus,PEAK,54.166666666666664
2021-06-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,71.29629629629629
2021-06-17,553,553,Express Bus,Other Bus,Bus,PEAK,53.06122448979592
2021-06-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,75.96153846153845
2021-06-16,553,553,Express Bus,Other Bus,Bus,PEAK,70.2127659574468
2021-06-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,74.28571428571429
2021-06-14,553,553,Express Bus,Other Bus,Bus,PEAK,63.26530612244898
2021-06-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,73.83177570093457
2021-06-15,553,553,Express Bus,Other Bus,Bus,PEAK,65.95744680851064
2021-06-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,73.07692307692307
2021-06-11,553,553,Express Bus,Other Bus,Bus,PEAK,35.55555555555556
2021-06-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.35643564356435
2021-06-10,553,553,Express Bus,Other Bus,Bus,PEAK,50.0
2021-06-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.86792452830188
2021-06-09,553,553,Express Bus,Other Bus,Bus,PEAK,68.08510638297872
2021-06-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.28971962616822
2021-06-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.07766990291263
2021-06-08,553,553,Express Bus,Other Bus,Bus,PEAK,59.57446808510638
2021-06-07,553,553,Express Bus,Other Bus,Bus,PEAK,56.25
2021-06-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.0
2021-06-04,553,553,Express Bus,Other Bus,Bus,PEAK,51.06382978723404
2021-06-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.19417475728155
2021-06-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.69620253164557
2021-06-03,553,553,Express Bus,Other Bus,Bus,PEAK,38.775510204081634
2021-06-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.61538461538461
2021-06-02,553,553,Express Bus,Other Bus,Bus,PEAK,68.08510638297872
2021-06-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.66666666666666
2021-06-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.96116504854369
2021-06-01,553,553,Express Bus,Other Bus,Bus,PEAK,64.58333333333334
2021-05-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.256410256410255
2021-05-28,553,553,Express Bus,Other Bus,Bus,PEAK,47.61904761904761
2021-05-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.3061224489796
2021-05-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,69.52380952380952
2021-05-27,553,553,Express Bus,Other Bus,Bus,PEAK,61.224489795918366
2021-05-26,553,553,Express Bus,Other Bus,Bus,PEAK,57.446808510638306
2021-05-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,75.47169811320755
2021-05-25,553,553,Express Bus,Other Bus,Bus,PEAK,65.95744680851064
2021-05-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.66666666666666
2021-05-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.692307692307686
2021-05-24,553,553,Express Bus,Other Bus,Bus,PEAK,52.083333333333336
2021-05-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.904761904761905
2021-05-21,553,553,Express Bus,Other Bus,Bus,PEAK,53.191489361702125
2021-05-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.66666666666666
2021-05-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,70.87378640776699
2021-05-20,553,553,Express Bus,Other Bus,Bus,PEAK,44.680851063829785
2021-05-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.46153846153846
2021-05-19,553,553,Express Bus,Other Bus,Bus,PEAK,47.72727272727273
2021-05-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.09433962264151
2021-05-18,553,553,Express Bus,Other Bus,Bus,PEAK,65.21739130434783
2021-05-17,553,553,Express Bus,Other Bus,Bus,PEAK,57.14285714285714
2021-05-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.70588235294117
2021-05-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,76.92307692307693
2021-05-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.84615384615385
2021-05-14,553,553,Express Bus,Other Bus,Bus,PEAK,44.89795918367347
2021-05-13,553,553,Express Bus,Other Bus,Bus,PEAK,59.183673469387756
2021-05-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.20754716981132
2021-05-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,73.58490566037736
2021-05-12,553,553,Express Bus,Other Bus,Bus,PEAK,53.191489361702125
2021-05-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.71428571428571
2021-05-11,553,553,Express Bus,Other Bus,Bus,PEAK,78.26086956521739
2021-05-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,72.91666666666666
2021-05-10,553,553,Express Bus,Other Bus,Bus,PEAK,73.46938775510205
2021-05-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.66666666666666
2021-05-07,553,553,Express Bus,Other Bus,Bus,PEAK,40.816326530612244
2021-05-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.26923076923077
2021-05-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,75.0
2021-05-06,553,553,Express Bus,Other Bus,Bus,PEAK,65.3061224489796
2021-05-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.31683168316832
2021-05-05,553,553,Express Bus,Other Bus,Bus,PEAK,68.08510638297872
2021-05-04,553,553,Express Bus,Other Bus,Bus,PEAK,65.95744680851064
2021-05-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,69.6078431372549
2021-05-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,71.42857142857143
2021-05-03,553,553,Express Bus,Other Bus,Bus,PEAK,72.09302325581395
2021-05-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,78.48101265822784
2021-04-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.98113207547169
2021-04-30,553,553,Express Bus,Other Bus,Bus,PEAK,65.95744680851064
2021-04-29,553,553,Express Bus,Other Bus,Bus,PEAK,67.3469387755102
2021-04-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,71.96261682242991
2021-04-28,553,553,Express Bus,Other Bus,Bus,PEAK,59.57446808510638
2021-04-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,71.42857142857143
2021-04-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.3076923076923
2021-04-27,553,553,Express Bus,Other Bus,Bus,PEAK,62.5
2021-04-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.0377358490566
2021-04-26,553,553,Express Bus,Other Bus,Bus,PEAK,62.5
2021-04-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,75.32467532467533
2021-04-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.65384615384615
2021-04-23,553,553,Express Bus,Other Bus,Bus,PEAK,68.75
2021-04-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.38461538461539
2021-04-22,553,553,Express Bus,Other Bus,Bus,PEAK,67.3469387755102
2021-04-21,553,553,Express Bus,Other Bus,Bus,PEAK,72.91666666666666
2021-04-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.98113207547169
2021-04-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,78.94736842105263
2021-04-20,553,553,Express Bus,Other Bus,Bus,PEAK,77.08333333333334
2021-04-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.857142857142854
2021-04-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,46.93877551020408
2021-04-16,553,553,Express Bus,Other Bus,Bus,PEAK,46.93877551020408
2021-04-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.82051282051282
2021-04-15,553,553,Express Bus,Other Bus,Bus,PEAK,60.416666666666664
2021-04-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.42056074766354
2021-04-14,553,553,Express Bus,Other Bus,Bus,PEAK,59.57446808510638
2021-04-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.813084112149525
2021-04-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.46153846153846
2021-04-13,553,553,Express Bus,Other Bus,Bus,PEAK,60.416666666666664
2021-04-12,553,553,Express Bus,Other Bus,Bus,PEAK,69.38775510204081
2021-04-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.22018348623854
2021-04-09,553,553,Express Bus,Other Bus,Bus,PEAK,63.26530612244898
2021-04-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.66666666666666
2021-04-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.35443037974683
2021-04-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.747663551401864
2021-04-08,553,553,Express Bus,Other Bus,Bus,PEAK,62.5
2021-04-07,553,553,Express Bus,Other Bus,Bus,PEAK,60.416666666666664
2021-04-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,69.1588785046729
2021-04-06,553,553,Express Bus,Other Bus,Bus,PEAK,50.0
2021-04-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.3076923076923
2021-04-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.0377358490566
2021-04-05,553,553,Express Bus,Other Bus,Bus,PEAK,68.75
2021-04-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.38461538461539
2021-04-02,553,553,Express Bus,Other Bus,Bus,PEAK,52.77777777777778
2021-04-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.36734693877551
2021-04-01,553,553,Express Bus,Other Bus,Bus,PEAK,57.14285714285714
2021-04-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.43396226415094
2021-03-31,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,69.51219512195121
2021-03-31,553,553,Express Bus,Other Bus,Bus,PEAK,67.64705882352942
2021-03-30,553,553,Express Bus,Other Bus,Bus,PEAK,50.0
2021-03-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.6822429906542
2021-03-29,553,553,Express Bus,Other Bus,Bus,PEAK,66.66666666666666
2021-03-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.15094339622641
2021-03-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,78.48101265822784
2021-03-26,553,553,Express Bus,Other Bus,Bus,PEAK,55.10204081632652
2021-03-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.375
2021-03-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.15094339622641
2021-03-25,553,553,Express Bus,Other Bus,Bus,PEAK,59.183673469387756
2021-03-24,553,553,Express Bus,Other Bus,Bus,PEAK,54.347826086956516
2021-03-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.15094339622641
2021-03-23,553,553,Express Bus,Other Bus,Bus,PEAK,67.3469387755102
2021-03-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.43396226415094
2021-03-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.71428571428571
2021-03-22,553,553,Express Bus,Other Bus,Bus,PEAK,54.166666666666664
2021-03-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,75.9493670886076
2021-03-19,553,553,Express Bus,Other Bus,Bus,PEAK,57.89473684210527
2021-03-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.65384615384615
