service_date,gtfs_route_id,gtfs_route_short_name,gtfs_route_desc,route_category,mode_type,peak_offpeak_ind,reliability_percentage
2019-05-02,553,553,Express Bus,Other Bus,Bus,PEAK,31.03448275862069
2019-05-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,44.65408805031446
2019-05-01,553,553,Express Bus,Other Bus,Bus,PEAK,37.254901960784316
2019-05-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,44.44444444444444
2019-04-30,553,553,Express Bus,Other Bus,Bus,PEAK,39.62264150943396
2019-04-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.980132450331126
2019-04-29,553,553,Express Bus,Other Bus,Bus,PEAK,56.25
2019-04-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,39.63963963963964
2019-04-26,553,553,Express Bus,Other Bus,Bus,PEAK,51.06382978723404
2019-04-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.62913907284768
2019-04-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,77.89473684210526
2019-04-25,553,553,Express Bus,Other Bus,Bus,PEAK,37.704918032786885
2019-04-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,39.64497041420118
2019-04-24,553,553,Express Bus,Other Bus,Bus,PEAK,28.78787878787879
2019-04-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,43.529411764705884
2019-04-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.0
2019-04-23,553,553,Express Bus,Other Bus,Bus,PEAK,33.82352941176471
2019-04-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.32098765432099
2019-04-22,553,553,Express Bus,Other Bus,Bus,PEAK,44.927536231884055
2019-04-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,75.88652482269504
2019-04-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,41.37931034482759
2019-04-19,553,553,Express Bus,Other Bus,Bus,PEAK,58.82352941176471
2019-04-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.939393939393945
2019-04-18,553,553,Express Bus,Other Bus,Bus,PEAK,38.80597014925373
2019-04-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.757575757575765
2019-04-17,553,553,Express Bus,Other Bus,Bus,PEAK,48.57142857142857
2019-04-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.79661016949152
2019-04-16,553,553,Express Bus,Other Bus,Bus,PEAK,47.05882352941176
2019-04-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.23255813953488
2019-04-15,553,553,Express Bus,Other Bus,Bus,PEAK,55.714285714285715
2019-04-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.90140845070422
2019-04-12,553,553,Express Bus,Other Bus,Bus,PEAK,33.82352941176471
2019-04-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,48.78048780487805
2019-04-11,553,553,Express Bus,Other Bus,Bus,PEAK,46.3768115942029
2019-04-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,41.78082191780822
2019-04-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,39.375
2019-04-10,553,553,Express Bus,Other Bus,Bus,PEAK,58.333333333333336
2019-04-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,47.928994082840234
2019-04-09,553,553,Express Bus,Other Bus,Bus,PEAK,56.71641791044776
2019-04-08,553,553,Express Bus,Other Bus,Bus,PEAK,52.23880597014925
2019-04-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,51.162790697674424
2019-04-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.90140845070422
2019-04-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.28571428571429
2019-04-05,553,553,Express Bus,Other Bus,Bus,PEAK,53.03030303030303
2019-04-04,553,553,Express Bus,Other Bus,Bus,PEAK,50.0
2019-04-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.60992907801418
2019-04-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.25
2019-04-03,553,553,Express Bus,Other Bus,Bus,PEAK,50.74626865671642
2019-04-02,553,553,Express Bus,Other Bus,Bus,PEAK,55.88235294117647
2019-04-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.33526011560693
2019-04-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.883720930232556
2019-04-01,553,553,Express Bus,Other Bus,Bus,PEAK,52.23880597014925
2019-03-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.30985915492957
2019-03-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,41.61490683229814
2019-03-29,553,553,Express Bus,Other Bus,Bus,PEAK,36.0655737704918
2019-03-28,553,553,Express Bus,Other Bus,Bus,PEAK,49.275362318840585
2019-03-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.411764705882355
2019-03-27,553,553,Express Bus,Other Bus,Bus,PEAK,55.072463768115945
2019-03-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,37.10691823899371
2019-03-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.396449704142015
2019-03-26,553,553,Express Bus,Other Bus,Bus,PEAK,57.57575757575758
2019-03-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.42774566473989
2019-03-25,553,553,Express Bus,Other Bus,Bus,PEAK,63.23529411764706
2019-03-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,73.23943661971832
2019-03-22,553,553,Express Bus,Other Bus,Bus,PEAK,49.275362318840585
2019-03-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,72.57142857142857
2019-03-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.0
2019-03-21,553,553,Express Bus,Other Bus,Bus,PEAK,63.63636363636363
2019-03-20,553,553,Express Bus,Other Bus,Bus,PEAK,46.3768115942029
2019-03-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.16184971098265
2019-03-19,553,553,Express Bus,Other Bus,Bus,PEAK,67.16417910447761
2019-03-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.07142857142857
2019-03-18,553,553,Express Bus,Other Bus,Bus,PEAK,55.072463768115945
2019-03-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.85714285714286
2019-03-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,80.28169014084507
2019-03-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.756097560975604
2019-03-15,553,553,Express Bus,Other Bus,Bus,PEAK,53.03030303030303
2019-03-14,553,553,Express Bus,Other Bus,Bus,PEAK,55.55555555555556
2019-03-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.27272727272727
2019-03-13,553,553,Express Bus,Other Bus,Bus,PEAK,47.76119402985074
2019-03-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.55555555555556
2019-03-12,553,553,Express Bus,Other Bus,Bus,PEAK,45.45454545454545
2019-03-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.14285714285714
2019-03-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,73.37278106508876
2019-03-11,553,553,Express Bus,Other Bus,Bus,PEAK,64.70588235294117
2019-03-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,41.104294478527606
2019-03-08,553,553,Express Bus,Other Bus,Bus,PEAK,40.67796610169492
2019-03-07,553,553,Express Bus,Other Bus,Bus,PEAK,54.285714285714285
2019-03-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,39.64497041420118
2019-03-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,43.20987654320987
2019-03-06,553,553,Express Bus,Other Bus,Bus,PEAK,49.23076923076923
2019-03-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,34.22818791946309
2019-03-05,553,553,Express Bus,Other Bus,Bus,PEAK,43.07692307692308
2019-03-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,47.30538922155689
2019-03-04,553,553,Express Bus,Other Bus,Bus,PEAK,42.10526315789473
2019-03-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.66666666666666
2019-03-01,553,553,Express Bus,Other Bus,Bus,PEAK,40.909090909090914
2019-03-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.314465408805034
2019-02-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,69.76744186046511
2019-02-28,553,553,Express Bus,Other Bus,Bus,PEAK,71.64179104477611
2019-02-27,553,553,Express Bus,Other Bus,Bus,PEAK,71.64179104477611
2019-02-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,70.17543859649122
2019-02-26,553,553,Express Bus,Other Bus,Bus,PEAK,52.94117647058824
2019-02-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.25
2019-02-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.72514619883041
2019-02-25,553,553,Express Bus,Other Bus,Bus,PEAK,52.17391304347826
2019-02-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.98876404494382
2019-02-22,553,553,Express Bus,Other Bus,Bus,PEAK,50.0
2019-02-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,73.75886524822694
2019-02-21,553,553,Express Bus,Other Bus,Bus,PEAK,66.66666666666666
2019-02-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.57309941520468
2019-02-20,553,553,Express Bus,Other Bus,Bus,PEAK,71.42857142857143
2019-02-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,45.93023255813954
2019-02-19,553,553,Express Bus,Other Bus,Bus,PEAK,52.85714285714286
2019-02-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.76331360946746
2019-02-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,75.26881720430107
2019-02-18,553,553,Express Bus,Other Bus,Bus,PEAK,77.55102040816327
2019-02-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,79.28571428571428
2019-02-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.086419753086425
2019-02-15,553,553,Express Bus,Other Bus,Bus,PEAK,49.122807017543856
2019-02-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.14634146341463
2019-02-14,553,553,Express Bus,Other Bus,Bus,PEAK,49.275362318840585
2019-02-13,553,553,Express Bus,Other Bus,Bus,PEAK,66.17647058823529
2019-02-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,72.25433526011561
2019-02-12,553,553,Express Bus,Other Bus,Bus,PEAK,68.18181818181817
2019-02-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.108108108108105
2019-02-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.20809248554913
2019-02-11,553,553,Express Bus,Other Bus,Bus,PEAK,56.52173913043478
2019-02-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.56338028169014
2019-02-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.849710982658955
2019-02-08,553,553,Express Bus,Other Bus,Bus,PEAK,62.31884057971014
2019-02-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.44827586206896
2019-02-07,553,553,Express Bus,Other Bus,Bus,PEAK,58.2089552238806
2019-02-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.0
2019-02-06,553,553,Express Bus,Other Bus,Bus,PEAK,64.61538461538461
2019-02-05,553,553,Express Bus,Other Bus,Bus,PEAK,49.056603773584904
2019-02-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.122807017543856
2019-02-04,553,553,Express Bus,Other Bus,Bus,PEAK,69.11764705882352
2019-02-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.3448275862069
2019-02-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,72.85714285714285
2019-02-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.29113924050633
2019-02-01,553,553,Express Bus,Other Bus,Bus,PEAK,63.63636363636363
2019-01-31,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.28571428571429
2019-01-31,553,553,Express Bus,Other Bus,Bus,PEAK,49.25373134328358
2019-01-30,553,553,Express Bus,Other Bus,Bus,PEAK,51.5625
2019-01-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.05521472392638
2019-01-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.77272727272727
2019-01-29,553,553,Express Bus,Other Bus,Bus,PEAK,55.072463768115945
2019-01-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.92178770949721
2019-01-28,553,553,Express Bus,Other Bus,Bus,PEAK,71.01449275362319
2019-01-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,71.73913043478261
2019-01-25,553,553,Express Bus,Other Bus,Bus,PEAK,50.0
2019-01-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.32183908045977
2019-01-23,553,553,Express Bus,Other Bus,Bus,PEAK,58.46153846153847
2019-01-24,553,553,Express Bus,Other Bus,Bus,PEAK,41.509433962264154
2019-01-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.67065868263472
2019-01-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.122807017543856
2019-01-22,553,553,Express Bus,Other Bus,Bus,PEAK,21.153846153846153
2019-01-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.086419753086425
2019-01-21,553,553,Express Bus,Other Bus,Bus,PEAK,67.3469387755102
2019-01-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.76595744680851
2019-01-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,71.12676056338029
2019-01-18,553,553,Express Bus,Other Bus,Bus,PEAK,64.70588235294117
2019-01-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.04651162790697
2019-01-17,553,553,Express Bus,Other Bus,Bus,PEAK,55.223880597014926
2019-01-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.97727272727273
2019-01-16,553,553,Express Bus,Other Bus,Bus,PEAK,58.2089552238806
2019-01-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.29411764705883
2019-01-15,553,553,Express Bus,Other Bus,Bus,PEAK,64.28571428571429
2019-01-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.69364161849711
2019-01-14,553,553,Express Bus,Other Bus,Bus,PEAK,59.42028985507246
2019-01-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.28571428571428
2019-01-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,76.05633802816901
2019-01-11,553,553,Express Bus,Other Bus,Bus,PEAK,66.66666666666666
2019-01-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,71.67630057803468
2019-01-10,553,553,Express Bus,Other Bus,Bus,PEAK,55.223880597014926
2019-01-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.78612716763006
2019-01-09,553,553,Express Bus,Other Bus,Bus,PEAK,75.75757575757575
2019-01-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,71.34502923976608
2019-01-08,553,553,Express Bus,Other Bus,Bus,PEAK,54.6875
2019-01-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.02325581395348
2019-01-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.57142857142857
2019-01-07,553,553,Express Bus,Other Bus,Bus,PEAK,53.125
2019-01-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.73426573426573
2019-01-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.11627906976744
2019-01-04,553,553,Express Bus,Other Bus,Bus,PEAK,47.05882352941176
2019-01-03,553,553,Express Bus,Other Bus,Bus,PEAK,58.06451612903226
2019-01-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.1578947368421
2019-01-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.71428571428571
2019-01-02,553,553,Express Bus,Other Bus,Bus,PEAK,73.13432835820896
2018-12-31,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.29940119760479
2018-12-31,553,553,Express Bus,Other Bus,Bus,PEAK,50.0
2018-12-28,553,553,Express Bus,Other Bus,Bus,PEAK,62.31884057971014
2018-12-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.0
2018-12-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,69.46564885496184
2018-12-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.52173913043478
2018-12-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.20454545454545
2018-12-26,553,553,Express Bus,Other Bus,Bus,PEAK,61.42857142857143
2018-12-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.33526011560693
2018-12-24,553,553,Express Bus,Other Bus,Bus,PEAK,40.625
2018-12-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,79.5774647887324
2018-12-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,30.76923076923077
2018-12-21,553,553,Express Bus,Other Bus,Bus,PEAK,44.827586206896555
2018-12-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,51.461988304093566
2018-12-20,553,553,Express Bus,Other Bus,Bus,PEAK,59.09090909090909
2018-12-19,553,553,Express Bus,Other Bus,Bus,PEAK,49.23076923076923
2018-12-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,40.909090909090914
2018-12-18,553,553,Express Bus,Other Bus,Bus,PEAK,53.125
2018-12-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,51.49700598802395
2018-12-17,553,553,Express Bus,Other Bus,Bus,PEAK,73.13432835820896
2018-12-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,76.50602409638554
2018-12-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,70.92198581560284
2018-12-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.876543209876544
2018-12-14,553,553,Express Bus,Other Bus,Bus,PEAK,44.642857142857146
2018-12-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.171597633136095
2018-12-13,553,553,Express Bus,Other Bus,Bus,PEAK,57.57575757575758
2018-12-12,553,553,Express Bus,Other Bus,Bus,PEAK,49.23076923076923
2018-12-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.77272727272727
2018-12-11,553,553,Express Bus,Other Bus,Bus,PEAK,43.07692307692308
2018-12-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.93258426966292
2018-12-10,553,553,Express Bus,Other Bus,Bus,PEAK,38.46153846153847
2018-12-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.04597701149425
2018-12-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.33566433566433
2018-12-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.84090909090909
2018-12-07,553,553,Express Bus,Other Bus,Bus,PEAK,55.172413793103445
2018-12-06,553,553,Express Bus,Other Bus,Bus,PEAK,42.1875
2018-12-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.09090909090909
2018-12-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,47.45762711864407
2018-12-05,553,553,Express Bus,Other Bus,Bus,PEAK,56.92307692307692
2018-12-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,40.0
2018-12-04,553,553,Express Bus,Other Bus,Bus,PEAK,23.88059701492537
2018-12-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.72514619883041
2018-12-03,553,553,Express Bus,Other Bus,Bus,PEAK,35.38461538461539
2018-12-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.12056737588653
2018-11-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.0
2018-11-30,553,553,Express Bus,Other Bus,Bus,PEAK,62.96296296296296
2018-11-29,553,553,Express Bus,Other Bus,Bus,PEAK,24.615384615384617
2018-11-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,35.08771929824561
2018-11-28,553,553,Express Bus,Other Bus,Bus,PEAK,36.36363636363637
2018-11-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.424581005586596
2018-11-27,553,553,Express Bus,Other Bus,Bus,PEAK,48.529411764705884
2018-11-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,48.554913294797686
2018-11-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.375
2018-11-26,553,553,Express Bus,Other Bus,Bus,PEAK,36.231884057971016
2018-11-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,82.26950354609929
2018-11-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.57142857142858
2018-11-23,553,553,Express Bus,Other Bus,Bus,PEAK,50.0
2018-11-21,553,553,Express Bus,Other Bus,Bus,PEAK,64.61538461538461
2018-11-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.43181818181818
2018-11-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,37.42690058479532
2018-11-20,553,553,Express Bus,Other Bus,Bus,PEAK,39.34426229508197
2018-11-19,553,553,Express Bus,Other Bus,Bus,PEAK,38.80597014925373
2018-11-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.89221556886228
2018-11-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,84.50704225352112
2018-11-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,44.31818181818182
2018-11-16,553,553,Express Bus,Other Bus,Bus,PEAK,50.76923076923077
2018-11-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,46.783625730994146
2018-11-15,553,553,Express Bus,Other Bus,Bus,PEAK,48.4375
2018-11-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,40.229885057471265
2018-11-14,553,553,Express Bus,Other Bus,Bus,PEAK,41.53846153846154
2018-11-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.06936416184971
2018-11-13,553,553,Express Bus,Other Bus,Bus,PEAK,55.38461538461539
2018-11-12,553,553,Express Bus,Other Bus,Bus,PEAK,69.56521739130434
2018-11-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.39080459770115
2018-11-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,76.59574468085107
2018-11-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.39759036144578
2018-11-09,553,553,Express Bus,Other Bus,Bus,PEAK,36.0655737704918
2018-11-08,553,553,Express Bus,Other Bus,Bus,PEAK,35.38461538461539
2018-11-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.17977528089888
2018-11-07,553,553,Express Bus,Other Bus,Bus,PEAK,27.586206896551722
2018-11-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,44.50867052023121
2018-11-06,553,553,Express Bus,Other Bus,Bus,PEAK,21.428571428571427
2018-11-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,42.10526315789473
2018-11-05,553,553,Express Bus,Other Bus,Bus,PEAK,31.746031746031743
2018-11-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.625
2018-11-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,37.35632183908046
2018-11-02,553,553,Express Bus,Other Bus,Bus,PEAK,26.984126984126984
2018-11-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,78.01418439716312
2018-11-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.29239766081871
2018-11-01,553,553,Express Bus,Other Bus,Bus,PEAK,38.333333333333336
2018-10-31,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,42.138364779874216
2018-10-31,553,553,Express Bus,Other Bus,Bus,PEAK,31.343283582089555
2018-10-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,48.38709677419355
2018-10-30,553,553,Express Bus,Other Bus,Bus,PEAK,44.61538461538462
2018-10-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.2093023255814
2018-10-29,553,553,Express Bus,Other Bus,Bus,PEAK,50.76923076923077
2018-10-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.72463768115942
2018-10-26,553,553,Express Bus,Other Bus,Bus,PEAK,34.48275862068966
2018-10-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,39.87730061349693
2018-10-25,553,553,Express Bus,Other Bus,Bus,PEAK,39.0625
2018-10-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.95454545454546
2018-10-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,40.0
2018-10-24,553,553,Express Bus,Other Bus,Bus,PEAK,36.36363636363637
2018-10-23,553,553,Express Bus,Other Bus,Bus,PEAK,27.419354838709676
2018-10-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,34.883720930232556
2018-10-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.44827586206896
2018-10-22,553,553,Express Bus,Other Bus,Bus,PEAK,60.60606060606061
2018-10-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,75.71428571428571
2018-10-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.101796407185624
2018-10-19,553,553,Express Bus,Other Bus,Bus,PEAK,40.0
2018-10-18,553,553,Express Bus,Other Bus,Bus,PEAK,28.78787878787879
2018-10-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,32.748538011695906
2018-10-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.729729729729726
2018-10-17,553,553,Express Bus,Other Bus,Bus,PEAK,16.94915254237288
2018-10-16,553,553,Express Bus,Other Bus,Bus,PEAK,27.27272727272727
2018-10-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,48.42767295597484
2018-10-15,553,553,Express Bus,Other Bus,Bus,PEAK,39.39393939393939
2018-10-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.30994152046783
2018-10-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,75.35211267605634
2018-10-12,553,553,Express Bus,Other Bus,Bus,PEAK,27.86885245901639
2018-10-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,37.57225433526011
2018-10-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,37.333333333333336
2018-10-11,553,553,Express Bus,Other Bus,Bus,PEAK,24.561403508771928
2018-10-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,31.3953488372093
2018-10-10,553,553,Express Bus,Other Bus,Bus,PEAK,24.59016393442623
2018-10-09,553,553,Express Bus,Other Bus,Bus,PEAK,34.84848484848485
2018-10-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,29.447852760736197
2018-10-08,553,553,Express Bus,Other Bus,Bus,PEAK,48.57142857142857
2018-10-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.76470588235294
2018-10-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,78.19548872180451
2018-10-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,35.947712418300654
2018-10-05,553,553,Express Bus,Other Bus,Bus,PEAK,22.807017543859647
2018-10-04,553,553,Express Bus,Other Bus,Bus,PEAK,22.22222222222222
2018-10-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,41.17647058823529
2018-10-03,553,553,Express Bus,Other Bus,Bus,PEAK,43.93939393939394
2018-10-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,47.023809523809526
2018-10-02,553,553,Express Bus,Other Bus,Bus,PEAK,27.27272727272727
2018-10-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,27.167630057803464
2018-10-01,553,553,Express Bus,Other Bus,Bus,PEAK,37.5
2018-10-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,38.095238095238095
2018-09-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.17910447761194
2018-09-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.0
2018-09-28,553,553,Express Bus,Other Bus,Bus,PEAK,35.59322033898305
